IDR,GO_molfunc_terms,GO_cellcom_terms,n_GO_molfunc_terms,n_GO_cellcom_terms
Q96P50_362_408,GTPase activator activity; metal ion binding,axon; growth cone; cell projection; neuron projection,2,4
Q96P50_514_671,GTPase activator activity; metal ion binding,axon; growth cone; cell projection; neuron projection,2,4
Q96P50_794_834,GTPase activator activity; metal ion binding,axon; growth cone; cell projection; neuron projection,2,4
Q96P56_371_502,other,plasma membrane; cilium; membrane; protein-containing complex; cell projection,1,5
Q96P56_1_90,other,plasma membrane; cilium; membrane; protein-containing complex; cell projection,1,5
Q96P63_63_92,enzyme binding; other,extracellular region; extracellular space; cytoplasm; plasma membrane; membrane; cytoplasmic vesicle membrane; extracellular matrix; cytoplasmic vesicle; intracellular membrane-bounded organelle; collagen-containing extracellular matrix,2,10
Q96P64_1_265,GTPase activity; GTPase activator activity; metal ion binding,,3,0
Q96P64_313_389,GTPase activity; GTPase activator activity; metal ion binding,,3,0
Q96P65_346_431,transmembrane signaling receptor activity; G protein-coupled receptor activity; signaling receptor activity,plasma membrane; membrane,3,2
Q96P66_248_398,transmembrane signaling receptor activity; G protein-coupled receptor activity; signaling receptor activity,protein-containing complex; receptor complex,3,2
Q96P66_467_508,transmembrane signaling receptor activity; G protein-coupled receptor activity; signaling receptor activity,protein-containing complex; receptor complex,3,2
Q96P69_315_363,transmembrane signaling receptor activity; G protein-coupled receptor activity; signaling receptor activity,plasma membrane; membrane,3,2
Q96P70_930_993,enzyme binding; small GTPase binding; histone binding; other,nucleus; nuclear envelope; cytoplasm; cytosol; membrane; intracellular membrane-bounded organelle,4,6
Q96P71_169_291,calcium ion binding; metal ion binding,nucleus; cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; Golgi apparatus; membrane; intracellular membrane-bounded organelle,2,7
Q96P71_1_47,calcium ion binding; metal ion binding,nucleus; cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; Golgi apparatus; membrane; intracellular membrane-bounded organelle,2,7
Q96P88_140_292,transmembrane signaling receptor activity; G protein-coupled receptor activity; signaling receptor activity; other,plasma membrane; membrane,4,2
Q96PB1_334_365,other,,1,0
Q96PB7_1_85,,extracellular region; extracellular space; cytoplasm; Golgi apparatus; plasma membrane; membrane; cell junction; protein-containing complex; intracellular membrane-bounded organelle; receptor complex; synapse; anchoring junction,0,12
Q96PC2_335_367,ATP binding; other,nucleus; cytoplasm; cytosol; intracellular membrane-bounded organelle,2,4
Q96PC2_83_180,ATP binding; other,nucleus; cytoplasm; cytosol; intracellular membrane-bounded organelle,2,4
Q96PC5_110_737,other,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; membrane; intracellular membrane-bounded organelle,1,5
Q96PC5_1105_1412,other,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; membrane; intracellular membrane-bounded organelle,1,5
Q96PC5_878_926,other,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; membrane; intracellular membrane-bounded organelle,1,5
Q96PD2_456_775,signaling receptor activity,cell surface,1,1
Q96PD2_1_69,signaling receptor activity,cell surface,1,1
Q96PD5_138_211,zinc ion binding; signaling receptor activity; metal ion binding; other,extracellular region; extracellular space; membrane; extracellular exosome,4,4
Q96PD5_1_78,zinc ion binding; signaling receptor activity; metal ion binding; other,extracellular region; extracellular space; membrane; extracellular exosome,4,4
Q96PD7_1_57,identical protein binding; protein homodimerization activity; protein dimerization activity; other,cytoplasm; mitochondrion; endoplasmic reticulum; endoplasmic reticulum membrane; cytosol; membrane; intracellular membrane-bounded organelle; perinuclear region of cytoplasm; other,4,9
Q96PE1_1079_1338,transmembrane signaling receptor activity; G protein-coupled receptor activity; signaling receptor activity,plasma membrane; cell surface; membrane; protein-containing complex; cell projection,3,5
Q96PE1_559_657,transmembrane signaling receptor activity; G protein-coupled receptor activity; signaling receptor activity,plasma membrane; cell surface; membrane; protein-containing complex; cell projection,3,5
Q96PE1_1_58,transmembrane signaling receptor activity; G protein-coupled receptor activity; signaling receptor activity,plasma membrane; cell surface; membrane; protein-containing complex; cell projection,3,5
Q96PE1_947_1018,transmembrane signaling receptor activity; G protein-coupled receptor activity; signaling receptor activity,plasma membrane; cell surface; membrane; protein-containing complex; cell projection,3,5
Q96PE2_1_1069,guanyl-nucleotide exchange factor activity,cytoplasm; cytosol,1,2
Q96PE2_1966_2063,guanyl-nucleotide exchange factor activity,cytoplasm; cytosol,1,2
Q96PE2_1316_1355,guanyl-nucleotide exchange factor activity,cytoplasm; cytosol,1,2
Q96PE2_1550_1747,guanyl-nucleotide exchange factor activity,cytoplasm; cytosol,1,2
Q96PE3_475_629,other,nucleus; nuclear envelope; nucleoplasm; cytoplasm; endosome; early endosome; cytosol; plasma membrane; endosome membrane; postsynaptic density; membrane; cell junction; cytoplasmic vesicle membrane; cytoplasmic vesicle; early endosome membrane; nuclear membrane; intracellular membrane-bounded organelle; synapse; anchoring junction,1,19
Q96PE3_167_216,other,nucleus; nuclear envelope; nucleoplasm; cytoplasm; endosome; early endosome; cytosol; plasma membrane; endosome membrane; postsynaptic density; membrane; cell junction; cytoplasmic vesicle membrane; cytoplasmic vesicle; early endosome membrane; nuclear membrane; intracellular membrane-bounded organelle; synapse; anchoring junction,1,19
Q96PE3_1_44,other,nucleus; nuclear envelope; nucleoplasm; cytoplasm; endosome; early endosome; cytosol; plasma membrane; endosome membrane; postsynaptic density; membrane; cell junction; cytoplasmic vesicle membrane; cytoplasmic vesicle; early endosome membrane; nuclear membrane; intracellular membrane-bounded organelle; synapse; anchoring junction,1,19
Q96PE5_1_141,,cytoplasm; Golgi apparatus; plasma membrane; cell-cell junction; membrane; cell junction; intracellular membrane-bounded organelle; anchoring junction,0,8
Q96PE6_55_174,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; metal ion binding; sequence-specific double-stranded DNA binding",nucleus; intracellular membrane-bounded organelle,10,2
Q96PE7_1_34,metal ion binding; other,cytoplasm; mitochondrion; mitochondrial matrix; intracellular membrane-bounded organelle,2,4
Q96PF2_274_358,magnesium ion binding; protein kinase activity; protein serine/threonine kinase activity; ATP binding; protein-containing complex binding; metal ion binding; protein serine kinase activity,nucleus; cytoplasm; centriole; microtubule organizing center; cytoskeleton; microtubule cytoskeleton; cytoplasmic vesicle; intracellular membrane-bounded organelle,7,8
Q96PG1_1_132,,cytoplasm; Golgi apparatus; plasma membrane; membrane; intracellular membrane-bounded organelle,0,5
Q96PG2_1_48,,plasma membrane; membrane,0,2
Q96PG2_192_267,,plasma membrane; membrane,0,2
Q96PG8_1_261,enzyme binding,cytoplasm; mitochondrion; intracellular membrane-bounded organelle,1,3
Q96PH1_520_567,calcium ion binding; metal ion binding; other,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; plasma membrane; membrane; intracellular membrane-bounded organelle,3,6
Q96PH1_100_144,calcium ion binding; metal ion binding; other,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; plasma membrane; membrane; intracellular membrane-bounded organelle,3,6
Q96PH1_198_227,calcium ion binding; metal ion binding; other,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; plasma membrane; membrane; intracellular membrane-bounded organelle,3,6
Q96PH6_57_123,other,extracellular region,1,1
Q96PI1_1_79,,cytoplasm; cell cortex,0,2
Q96PJ5_391_515,transmembrane signaling receptor activity; signaling receptor activity,cell surface,2,1
Q96PK6_145_669,nucleic acid binding; transcription coregulator activity; transcription coactivator activity; RNA binding; mRNA binding,nucleus; nucleoplasm; transcription regulator complex; nucleolus; cytoplasm; nuclear body; nuclear speck; protein-containing complex; intracellular membrane-bounded organelle; ribonucleoprotein complex,5,10
Q96PL1_1_53,,extracellular region; extracellular space; cytoplasm; cytoplasmic vesicle; intracellular membrane-bounded organelle,0,5
Q96PL2_271_329,structural molecule activity; extracellular matrix structural constituent,extracellular region; extracellular space; plasma membrane; cell surface; membrane,2,5
Q96PL2_118_161,structural molecule activity; extracellular matrix structural constituent,extracellular region; extracellular space; plasma membrane; cell surface; membrane,2,5
Q96PL5_1_43,signaling receptor binding,cytoplasm; Golgi apparatus; cytosol; plasma membrane; external side of plasma membrane; cell surface; membrane; intracellular membrane-bounded organelle,1,8
Q96PL5_412_475,signaling receptor binding,cytoplasm; Golgi apparatus; cytosol; plasma membrane; external side of plasma membrane; cell surface; membrane; intracellular membrane-bounded organelle,1,8
Q96PM9_1_61,nucleic acid binding; DNA binding; RNA binding; mRNA binding; zinc ion binding; metal ion binding; other,nucleus; nucleoplasm; nucleolus; cytoplasm; dendrite; cell projection; neuron projection; neuronal cell body; intracellular membrane-bounded organelle,7,9
Q96PM9_112_198,nucleic acid binding; DNA binding; RNA binding; mRNA binding; zinc ion binding; metal ion binding; other,nucleus; nucleoplasm; nucleolus; cytoplasm; dendrite; cell projection; neuron projection; neuronal cell body; intracellular membrane-bounded organelle,7,9
Q96PM9_235_386,nucleic acid binding; DNA binding; RNA binding; mRNA binding; zinc ion binding; metal ion binding; other,nucleus; nucleoplasm; nucleolus; cytoplasm; dendrite; cell projection; neuron projection; neuronal cell body; intracellular membrane-bounded organelle,7,9
Q96PN6_751_805,magnesium ion binding; ATP binding; enzyme binding; metal ion binding; other,extracellular region; nucleus; cytoplasm; mitochondrion; cytosol; cytoskeleton; plasma membrane; cilium; membrane; apical plasma membrane; axon; dendrite; growth cone; cell projection; neuron projection; neuronal cell body; intracellular membrane-bounded organelle; perinuclear region of cytoplasm; other,5,19
Q96PN6_976_1037,magnesium ion binding; ATP binding; enzyme binding; metal ion binding; other,extracellular region; nucleus; cytoplasm; mitochondrion; cytosol; cytoskeleton; plasma membrane; cilium; membrane; apical plasma membrane; axon; dendrite; growth cone; cell projection; neuron projection; neuronal cell body; intracellular membrane-bounded organelle; perinuclear region of cytoplasm; other,5,19
Q96PN6_875_922,magnesium ion binding; ATP binding; enzyme binding; metal ion binding; other,extracellular region; nucleus; cytoplasm; mitochondrion; cytosol; cytoskeleton; plasma membrane; cilium; membrane; apical plasma membrane; axon; dendrite; growth cone; cell projection; neuron projection; neuronal cell body; intracellular membrane-bounded organelle; perinuclear region of cytoplasm; other,5,19
Q96PN7_1131_1200,nucleic acid binding; DNA binding; transcription coregulator activity; transcription coactivator activity; transcription corepressor activity; metal ion binding; RNA polymerase II-specific DNA-binding transcription factor binding; DNA-binding transcription factor binding; other,fibrillar center; nucleus; nucleoplasm; transcription regulator complex; nucleolus; cytoplasm; cytosol; protein-containing complex; intracellular membrane-bounded organelle,9,9
Q96PN7_936_1086,nucleic acid binding; DNA binding; transcription coregulator activity; transcription coactivator activity; transcription corepressor activity; metal ion binding; RNA polymerase II-specific DNA-binding transcription factor binding; DNA-binding transcription factor binding; other,fibrillar center; nucleus; nucleoplasm; transcription regulator complex; nucleolus; cytoplasm; cytosol; protein-containing complex; intracellular membrane-bounded organelle,9,9
Q96PN7_1_783,nucleic acid binding; DNA binding; transcription coregulator activity; transcription coactivator activity; transcription corepressor activity; metal ion binding; RNA polymerase II-specific DNA-binding transcription factor binding; DNA-binding transcription factor binding; other,fibrillar center; nucleus; nucleoplasm; transcription regulator complex; nucleolus; cytoplasm; cytosol; protein-containing complex; intracellular membrane-bounded organelle,9,9
Q96PP4_107_275,,,0,0
Q96PP4_1_53,,,0,0
Q96PP8_553_586,GTPase activity; GTP binding; identical protein binding; protein homodimerization activity; protein dimerization activity,Golgi membrane; cytoplasm; Golgi apparatus; membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle; perinuclear region of cytoplasm,5,7
Q96PP9_603_640,GTPase activity; GTP binding; identical protein binding; protein homodimerization activity; protein dimerization activity,Golgi membrane; nucleus; cytoplasm; Golgi apparatus; cytosol; plasma membrane; membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle; perinuclear region of cytoplasm,5,10
Q96PQ0_1060_1159,transmembrane signaling receptor activity; G protein-coupled receptor activity; signaling receptor activity,cytoplasm; endosome; early endosome; cytosol; plasma membrane; endosome membrane; postsynaptic density; membrane; cell junction; dendrite; cytoplasmic vesicle membrane; cytoplasmic vesicle; early endosome membrane; cell projection; neuron projection; neuronal cell body; dendritic spine; perikaryon; intracellular membrane-bounded organelle; synapse; postsynaptic membrane; anchoring junction,3,22
Q96PQ0_1_141,transmembrane signaling receptor activity; G protein-coupled receptor activity; signaling receptor activity,cytoplasm; endosome; early endosome; cytosol; plasma membrane; endosome membrane; postsynaptic density; membrane; cell junction; dendrite; cytoplasmic vesicle membrane; cytoplasmic vesicle; early endosome membrane; cell projection; neuron projection; neuronal cell body; dendritic spine; perikaryon; intracellular membrane-bounded organelle; synapse; postsynaptic membrane; anchoring junction,3,22
Q96PQ1_462_595,carbohydrate binding; other,plasma membrane; membrane,2,2
Q96PQ5_170_205,other,,1,0
Q96PQ5_1_119,other,,1,0
Q96PQ6_1_66,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; metal ion binding; sequence-specific double-stranded DNA binding",nucleus; intracellular membrane-bounded organelle,10,2
Q96PQ6_100_227,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; metal ion binding; sequence-specific double-stranded DNA binding",nucleus; intracellular membrane-bounded organelle,10,2
Q96PQ7_1_197,actin binding,cytoplasm; cytosol; cytoskeleton,1,3
Q96PR1_162_211,transmembrane transporter binding; other,plasma membrane; membrane; basolateral plasma membrane; apical plasma membrane; cell junction; axon; dendrite; protein-containing complex; cell projection; neuron projection; neuronal cell body; perikaryon; synapse; postsynaptic membrane; anchoring junction; presynapse; other,2,17
Q96PR1_484_638,transmembrane transporter binding; other,plasma membrane; membrane; basolateral plasma membrane; apical plasma membrane; cell junction; axon; dendrite; protein-containing complex; cell projection; neuron projection; neuronal cell body; perikaryon; synapse; postsynaptic membrane; anchoring junction; presynapse; other,2,17
Q96PR1_35_103,transmembrane transporter binding; other,plasma membrane; membrane; basolateral plasma membrane; apical plasma membrane; cell junction; axon; dendrite; protein-containing complex; cell projection; neuron projection; neuronal cell body; perikaryon; synapse; postsynaptic membrane; anchoring junction; presynapse; other,2,17
Q96PS1_1_132,,,0,0
Q96PS6_1_74,,,0,0
Q96PT3_1_56,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; sequence-specific double-stranded DNA binding",nucleus; intracellular membrane-bounded organelle,8,2
Q96PT4_1_56,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; sequence-specific double-stranded DNA binding",nucleus; intracellular membrane-bounded organelle,8,2
Q96PU4_72_122,nucleic acid binding; DNA binding; ubiquitin-protein transferase activity; histone binding; metal ion binding; RNA polymerase II-specific DNA-binding transcription factor binding; ubiquitin protein ligase activity; DNA-binding transcription factor binding; other,chromatin; nucleus; nucleoplasm; chromosome; protein-containing complex; intracellular membrane-bounded organelle,9,6
Q96PU4_150_211,nucleic acid binding; DNA binding; ubiquitin-protein transferase activity; histone binding; metal ion binding; RNA polymerase II-specific DNA-binding transcription factor binding; ubiquitin protein ligase activity; DNA-binding transcription factor binding; other,chromatin; nucleus; nucleoplasm; chromosome; protein-containing complex; intracellular membrane-bounded organelle,9,6
Q96PU4_392_428,nucleic acid binding; DNA binding; ubiquitin-protein transferase activity; histone binding; metal ion binding; RNA polymerase II-specific DNA-binding transcription factor binding; ubiquitin protein ligase activity; DNA-binding transcription factor binding; other,chromatin; nucleus; nucleoplasm; chromosome; protein-containing complex; intracellular membrane-bounded organelle,9,6
Q96PU4_636_691,nucleic acid binding; DNA binding; ubiquitin-protein transferase activity; histone binding; metal ion binding; RNA polymerase II-specific DNA-binding transcription factor binding; ubiquitin protein ligase activity; DNA-binding transcription factor binding; other,chromatin; nucleus; nucleoplasm; chromosome; protein-containing complex; intracellular membrane-bounded organelle,9,6
Q96PU5_150_559,ubiquitin-protein transferase activity; transmembrane transporter binding; ubiquitin protein ligase activity; other,extracellular region; extracellular space; nucleus; nucleoplasm; cytoplasm; endosome; late endosome; Golgi apparatus; cytosol; cytoplasmic vesicle; intracellular membrane-bounded organelle; extracellular exosome,4,12
Q96PU8_201_341,nucleic acid binding; RNA binding; mRNA binding; SH3 domain binding; protein domain specific binding,nucleus; cytoplasm; cell junction; intracellular membrane-bounded organelle; synapse,5,5
Q96PU9_1_83,,cytoplasm; cytoskeleton; cilium; cell projection,0,4
Q96PV0_725_1189,GTPase activator activity; SH3 domain binding; protein domain specific binding,cytoplasm; cytosol; plasma membrane; postsynaptic density; membrane; cell junction; dendrite; cell projection; neuron projection; synapse; glutamatergic synapse,3,11
Q96PV0_1274_1343,GTPase activator activity; SH3 domain binding; protein domain specific binding,cytoplasm; cytosol; plasma membrane; postsynaptic density; membrane; cell junction; dendrite; cell projection; neuron projection; synapse; glutamatergic synapse,3,11
Q96PV0_1_208,GTPase activator activity; SH3 domain binding; protein domain specific binding,cytoplasm; cytosol; plasma membrane; postsynaptic density; membrane; cell junction; dendrite; cell projection; neuron projection; synapse; glutamatergic synapse,3,11
Q96PV0_362_401,GTPase activator activity; SH3 domain binding; protein domain specific binding,cytoplasm; cytosol; plasma membrane; postsynaptic density; membrane; cell junction; dendrite; cell projection; neuron projection; synapse; glutamatergic synapse,3,11
Q96PV4_337_448,identical protein binding,,1,0
Q96PV4_112_164,identical protein binding,,1,0
Q96PV6_1_563,,nucleus; protein-containing complex; intracellular membrane-bounded organelle,0,3
Q96PV6_764_800,,nucleus; protein-containing complex; intracellular membrane-bounded organelle,0,3
Q96PV7_1_480,,nucleus; nucleoplasm; nucleolus; cytoplasm; nuclear body; nuclear speck; intracellular membrane-bounded organelle,0,7
Q96PV7_573_849,,nucleus; nucleoplasm; nucleolus; cytoplasm; nuclear body; nuclear speck; intracellular membrane-bounded organelle,0,7
Q96PX1_1_46,ubiquitin-protein transferase activity; metal ion binding; ubiquitin protein ligase activity,nucleus; cytoplasm; endosome; early endosome; plasma membrane; membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle; other,3,9
Q96PX1_329_679,ubiquitin-protein transferase activity; metal ion binding; ubiquitin protein ligase activity,nucleus; cytoplasm; endosome; early endosome; plasma membrane; membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle; other,3,9
Q96PX6_1_40,,cell-cell junction; adherens junction; cell junction; anchoring junction,0,4
Q96PX6_177_553,,cell-cell junction; adherens junction; cell junction; anchoring junction,0,4
Q96PX8_259_350,,extracellular region; plasma membrane; membrane; cell junction; synapse; anchoring junction; glutamatergic synapse,0,7
Q96PX8_576_696,,extracellular region; plasma membrane; membrane; cell junction; synapse; anchoring junction; glutamatergic synapse,0,7
Q96PX9_460_804,guanyl-nucleotide exchange factor activity,cytoplasm; cytosol,1,2
Q96PX9_1114_1271,guanyl-nucleotide exchange factor activity,cytoplasm; cytosol,1,2
Q96PX9_1_193,guanyl-nucleotide exchange factor activity,cytoplasm; cytosol,1,2
Q96PY0_1_264,,,0,0
Q96PY5_473_627,actin binding; enzyme binding; small GTPase binding; protein-containing complex binding; cadherin binding; actin filament binding,cytoplasm; cytosol,6,2
Q96PY5_661_695,actin binding; enzyme binding; small GTPase binding; protein-containing complex binding; cadherin binding; actin filament binding,cytoplasm; cytosol,6,2
Q96PY5_1004_1086,actin binding; enzyme binding; small GTPase binding; protein-containing complex binding; cadherin binding; actin filament binding,cytoplasm; cytosol,6,2
Q96PY5_145_210,actin binding; enzyme binding; small GTPase binding; protein-containing complex binding; cadherin binding; actin filament binding,cytoplasm; cytosol,6,2
Q96PY5_1_31,actin binding; enzyme binding; small GTPase binding; protein-containing complex binding; cadherin binding; actin filament binding,cytoplasm; cytosol,6,2
Q96PY6_639_1188,protein kinase activity; protein serine/threonine kinase activity; protein tyrosine kinase activity; ATP binding; metal ion binding; protein serine kinase activity; other,nucleus; nucleoplasm; cytoplasm; centrosome; microtubule organizing center; cytosol; cytoskeleton; microtubule cytoskeleton; centriolar satellite; intracellular membrane-bounded organelle,7,10
Q96PY6_269_363,protein kinase activity; protein serine/threonine kinase activity; protein tyrosine kinase activity; ATP binding; metal ion binding; protein serine kinase activity; other,nucleus; nucleoplasm; cytoplasm; centrosome; microtubule organizing center; cytosol; cytoskeleton; microtubule cytoskeleton; centriolar satellite; intracellular membrane-bounded organelle,7,10
Q96PY6_403_505,protein kinase activity; protein serine/threonine kinase activity; protein tyrosine kinase activity; ATP binding; metal ion binding; protein serine kinase activity; other,nucleus; nucleoplasm; cytoplasm; centrosome; microtubule organizing center; cytosol; cytoskeleton; microtubule cytoskeleton; centriolar satellite; intracellular membrane-bounded organelle,7,10
Q96PZ0_1_108,nucleic acid binding; RNA binding; enzyme binding; other,nucleus; intracellular membrane-bounded organelle,4,2
Q96PZ2_1_82,nucleic acid binding; DNA binding; other,chromatin; fibrillar center; nucleus; nucleoplasm; chromosome; nucleolus; cytoplasm; protein-containing complex; intracellular membrane-bounded organelle,3,9
Q96PZ2_264_300,nucleic acid binding; DNA binding; other,chromatin; fibrillar center; nucleus; nucleoplasm; chromosome; nucleolus; cytoplasm; protein-containing complex; intracellular membrane-bounded organelle,3,9
Q96PZ7_1_43,,,0,0
Q96PZ7_3458_3564,,,0,0
Q96PZ7_3321_3354,,,0,0
Q96PZ7_2664_2698,,,0,0
Q96PZ7_1738_1801,,,0,0
Q96PZ7_304_358,,,0,0
Q96Q04_417_1460,protein kinase activity; protein serine/threonine kinase activity; ATP binding; metal ion binding; protein serine kinase activity,Golgi membrane; cytoplasm; Golgi apparatus; membrane; axon; dendrite; cell projection; neuron projection; intracellular membrane-bounded organelle,5,9
Q96Q04_1_134,protein kinase activity; protein serine/threonine kinase activity; ATP binding; metal ion binding; protein serine kinase activity,Golgi membrane; cytoplasm; Golgi apparatus; membrane; axon; dendrite; cell projection; neuron projection; intracellular membrane-bounded organelle,5,9
Q96Q05_260_318,,cytoplasm; endosome; endoplasmic reticulum; Golgi apparatus; trans-Golgi network; cytosol; cytoplasmic vesicle; protein-containing complex; intracellular membrane-bounded organelle,0,9
Q96Q05_797_856,,cytoplasm; endosome; endoplasmic reticulum; Golgi apparatus; trans-Golgi network; cytosol; cytoplasmic vesicle; protein-containing complex; intracellular membrane-bounded organelle,0,9
Q96Q06_1_1357,,cytoplasm; cytosol; plasma membrane; membrane; other,0,5
Q96Q07_556_612,,cytoplasm,0,1
Q96Q15_1860_1929,nucleic acid binding; DNA binding; RNA binding; protein kinase activity; protein serine/threonine kinase activity; ATP binding; sequence-specific DNA binding; metal ion binding; protein serine kinase activity,nucleus; nucleoplasm; cytoplasm; cytosol; protein-containing complex; intracellular membrane-bounded organelle,9,6
Q96Q15_3041_3074,nucleic acid binding; DNA binding; RNA binding; protein kinase activity; protein serine/threonine kinase activity; ATP binding; sequence-specific DNA binding; metal ion binding; protein serine kinase activity,nucleus; nucleoplasm; cytoplasm; cytosol; protein-containing complex; intracellular membrane-bounded organelle,9,6
Q96Q15_2420_2542,nucleic acid binding; DNA binding; RNA binding; protein kinase activity; protein serine/threonine kinase activity; ATP binding; sequence-specific DNA binding; metal ion binding; protein serine kinase activity,nucleus; nucleoplasm; cytoplasm; cytosol; protein-containing complex; intracellular membrane-bounded organelle,9,6
Q96Q15_1_151,nucleic acid binding; DNA binding; RNA binding; protein kinase activity; protein serine/threonine kinase activity; ATP binding; sequence-specific DNA binding; metal ion binding; protein serine kinase activity,nucleus; nucleoplasm; cytoplasm; cytosol; protein-containing complex; intracellular membrane-bounded organelle,9,6
Q96Q15_1145_1181,nucleic acid binding; DNA binding; RNA binding; protein kinase activity; protein serine/threonine kinase activity; ATP binding; sequence-specific DNA binding; metal ion binding; protein serine kinase activity,nucleus; nucleoplasm; cytoplasm; cytosol; protein-containing complex; intracellular membrane-bounded organelle,9,6
Q96Q15_1667_1713,nucleic acid binding; DNA binding; RNA binding; protein kinase activity; protein serine/threonine kinase activity; ATP binding; sequence-specific DNA binding; metal ion binding; protein serine kinase activity,nucleus; nucleoplasm; cytoplasm; cytosol; protein-containing complex; intracellular membrane-bounded organelle,9,6
Q96Q15_1755_1784,nucleic acid binding; DNA binding; RNA binding; protein kinase activity; protein serine/threonine kinase activity; ATP binding; sequence-specific DNA binding; metal ion binding; protein serine kinase activity,nucleus; nucleoplasm; cytoplasm; cytosol; protein-containing complex; intracellular membrane-bounded organelle,9,6
Q96Q15_3509_3609,nucleic acid binding; DNA binding; RNA binding; protein kinase activity; protein serine/threonine kinase activity; ATP binding; sequence-specific DNA binding; metal ion binding; protein serine kinase activity,nucleus; nucleoplasm; cytoplasm; cytosol; protein-containing complex; intracellular membrane-bounded organelle,9,6
Q96Q35_404_445,,cytoplasm; cytoskeleton; cilium; cytoplasmic vesicle; cell projection; intracellular membrane-bounded organelle,0,6
Q96Q35_1_119,,cytoplasm; cytoskeleton; cilium; cytoplasmic vesicle; cell projection; intracellular membrane-bounded organelle,0,6
Q96Q40_1_104,protein kinase activity; protein serine/threonine kinase activity; ATP binding; metal ion binding; protein serine kinase activity; other,nucleus; cytoplasm; cytosol; intracellular membrane-bounded organelle,6,4
Q96Q42_1436_1473,guanyl-nucleotide exchange factor activity; GTPase activator activity; enzyme binding; small GTPase binding; identical protein binding; protein homodimerization activity; protein dimerization activity; other,nucleus; cytoplasm; endosome; early endosome; centrosome; microtubule organizing center; cytosol; cytoskeleton; postsynaptic density; microtubule cytoskeleton; membrane; lamellipodium; cell junction; axon; dendrite; growth cone; cytoplasmic vesicle; protein-containing complex; cell projection; neuron projection; neuronal cell body; dendritic spine; intracellular membrane-bounded organelle; synapse; other,8,25
Q96Q42_222_519,guanyl-nucleotide exchange factor activity; GTPase activator activity; enzyme binding; small GTPase binding; identical protein binding; protein homodimerization activity; protein dimerization activity; other,nucleus; cytoplasm; endosome; early endosome; centrosome; microtubule organizing center; cytosol; cytoskeleton; postsynaptic density; microtubule cytoskeleton; membrane; lamellipodium; cell junction; axon; dendrite; growth cone; cytoplasmic vesicle; protein-containing complex; cell projection; neuron projection; neuronal cell body; dendritic spine; intracellular membrane-bounded organelle; synapse; other,8,25
Q96Q45_1_206,,cilium; membrane; cell projection; neuron projection,0,4
Q96Q80_206_235,protein-containing complex binding; other,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; membrane; protein-containing complex; intracellular membrane-bounded organelle,2,6
Q96Q83_1_59,carbohydrate binding; metal ion binding; other,nucleus; nucleoplasm; cytoplasm; mitochondrion; cytosol; intracellular membrane-bounded organelle,3,6
Q96Q89_1543_1820,ATP binding; microtubule binding; ATP hydrolysis activity; protein domain specific binding; identical protein binding; protein homodimerization activity; protein dimerization activity; other,spindle pole; nucleus; nucleoplasm; nucleolus; cytoplasm; centrosome; microtubule organizing center; spindle; cytosol; cytoskeleton; microtubule; microtubule cytoskeleton; axon; growth cone; midbody; protein-containing complex; cell projection; neuron projection; intracellular membrane-bounded organelle; perinuclear region of cytoplasm; mitotic spindle; other,8,22
